# Created by create_gmm.py, IMP.isd version 2.11.1
# data_fn: RNAPNusA_job153_postprocess_masked.mrc
# ncenters: 700
# covar_type: 'full'
# apix: 1.0
# num_samples: 1000000
# num_iter: 200
# threshold: 0.9
# force_radii: -1.0
# force_weight: -1.0
# force_weight_frac: False
# use_dirichlet: False
# multiply_by_mass: False
# chain: None
#|num|weight|mean|covariance matrix|
|0|0.00158527260626|509.641451405 271.59076717 398.072142193|10.2222137667 4.10673643512 -0.547259330433 4.10673643512 7.26241930152 -1.05502220702 -0.547259330433 -1.05502220702 5.48943861553|
|1|0.00138823220178|475.838706864 334.215788286 373.423577924|6.13955645266 4.41727743198 -3.79516918839 4.41727743198 12.8742746687 -2.7572791966 -3.79516918839 -2.7572791966 6.28645822032|
|2|0.00233923648308|451.614415055 267.705719362 362.285890667|6.82498022298 0.832888793802 0.579307152175 0.832888793802 5.24798834607 1.56424739275 0.579307152175 1.56424739275 12.2506629654|
|3|0.00147284326781|499.274480358 301.672984896 356.262993932|3.99970692988 -0.177034312822 2.54073222911 -0.177034312822 5.00623883809 0.345125185124 2.54073222911 0.345125185124 10.450615033|
|4|0.00209410405891|495.394198581 330.798253085 411.784486547|6.41420933658 -1.1658373022 1.53222935672 -1.1658373022 7.36953654834 -5.60793262349 1.53222935672 -5.60793262349 11.8406779805|
|5|0.0013542163537|474.279428761 354.522684272 357.21225363|5.12315468715 -1.06899003495 -0.634400758803 -1.06899003495 10.7530580692 2.39230890427 -0.634400758803 2.39230890427 2.96874408285|
|6|0.0021792523402|458.632286034 297.352944164 395.275797239|9.77203914951 0.961530680773 1.22920209522 0.961530680773 4.09566568612 1.30563706853 1.22920209522 1.30563706853 7.82858101065|
|7|0.00166468057541|451.938534077 278.4352762 325.598717251|11.1562158565 -2.72164507545 0.80468163816 -2.72164507545 4.77110653293 0.248927723089 0.80468163816 0.248927723089 3.28911447556|
|8|0.0013826313376|451.24334316 379.882375996 362.774519787|5.27746154485 -3.23354813223 2.20573434452 -3.23354813223 6.96548333199 -0.387854673682 2.20573434452 -0.387854673682 8.66892669641|
|9|0.00208381065714|482.358873499 257.269890537 337.56162803|9.5671792901 6.68850859217 1.59185522614 6.68850859217 12.2957570955 -1.76761520605 1.59185522614 -1.76761520605 6.56859051237|
