# Created by create_gmm.py, IMP.isd version 20200131.develop.84e1496e9e
# data_fn: segmented_RNAP_30S.mrc
# ncenters: 1000
# covar_type: 'full'
# apix: 1.0
# num_samples: 1000000
# num_iter: 500
# threshold: 0.902
# force_radii: -1.0
# force_weight: -1.0
# force_weight_frac: False
# use_dirichlet: False
# multiply_by_mass: False
# chain: None
#|num|weight|mean|covariance matrix|
|0|0.0008116889836183851|369.5193811260019 392.49694880142977 377.2733076274068|5.74082874701178 0.7011057511948414 0.6774244120153452 0.7011057511948414 9.547992956134154 -1.8724863392927773 0.6774244120153454 -1.8724863392927769 3.477159808873213|
|1|0.001226024442823723|418.8106661643495 282.09174415177034 324.5959884400086|5.757608658678206 0.44837121567034677 2.6312931556444266 0.44837121567034677 10.531470781706807 0.5616115282755629 2.6312931556444266 0.5616115282755627 7.579126051048706|
|2|0.0003845095678143129|485.0047802381197 357.0182305490938 418.38195877104255|15.417095492434186 9.173556280252438 -10.463245988810977 9.173556280252438 9.120141734586527 -6.231691302609855 -10.463245988810979 -6.231691302609855 10.573086412765015|
|3|0.0007618863034624619|387.88884431348174 329.1135618225834 376.5993379282057|10.082599964476922 -4.523622902474128 -1.63629047271667 -4.523622902474129 10.102802154669023 4.409953508750181 -1.63629047271667 4.409953508750181 6.375647927685688|
|4|0.0005624846321598426|421.2365355833129 403.7229446364488 317.0929058646704|7.069799860189167 8.405175139285022 -9.902595417988808 8.405175139285024 35.784954806822434 -28.461116565733494 -9.902595417988808 -28.46111656573349 28.08994560195184|
|5|0.0005329359865797247|480.36040026089984 296.31952363524744 371.9978329465856|4.938622093076305 3.3003775059736773 5.069495008030621 3.300377505973677 6.754268249720644 4.16416365739188 5.069495008030622 4.16416365739188 13.26181078142288|
|6|0.0012655098649881275|426.3612400503072 338.9632265599638 329.78036570756643|11.208783597519908 13.987346064406724 2.661676504593647 13.987346064406724 31.049696204699842 0.9327131296673499 2.661676504593647 0.9327131296673502 13.837250224625159|
|7|0.0009540742648297821|380.36949214285926 249.54098337612257 343.51796838638126|28.02075259017785 -5.6385655575384614 6.119643221961166 -5.6385655575384614 6.366606817274588 -2.1963946676573314 6.119643221961166 -2.196394667657331 8.588580119612807|
|8|0.0007572743566915826|386.22678520815373 427.631846939063 355.04774458850306|4.695569929731985 2.4467974528410057 -3.337107169617879 2.446797452841006 28.63080781676272 -2.8662755981417143 -3.3371071696178793 -2.8662755981417147 7.1696188027956484|
|9|0.0007212839109063894|333.4039334827129 336.83435497758643 431.07659989617326|18.858995726502243 -10.636467215640979 -5.100892576472469 -10.636467215640979 24.821680982750223 9.7767204289224 -5.10089257647247 9.7767204289224 7.435240975164277|
|10|0.0009220377005762781|374.4230661709823 328.9366269628931 329.5714415088549|8.34214645814372 -4.572223670730029 -3.257419726933053 -4.572223670730029 26.162117896955156 -4.525952602919848 -3.257419726933053 -4.525952602919848 10.828248328331547|
|11|0.0011221030276973595|420.06090644511886 346.6018214667114 399.87567661301495|25.884118529843963 -25.26520171983094 -18.395491811121847 -25.26520171983094 32.255670444449194 18.992352767157275 -18.395491811121843 18.992352767157275 22.956519328621834|
|12|0.0008318834720810817|497.8164755457352 338.62709543126107 360.75078020785634|4.214555384241082 -3.737856802973681 1.5277711802399112 -3.737856802973681 35.97904246744697 2.2747741227410287 1.5277711802399114 2.2747741227410283 9.208761104352476|
|13|0.0016476028684190445|404.03241871115193 300.48615173632356 377.063472398518|19.31466563988493 5.174456869332886 -4.658591083353957 5.174456869332883 35.393193349051366 -8.590268701862037 -4.658591083353956 -8.590268701862035 6.581318570792109|
|14|0.0010352117750390198|356.20624871096305 351.654822736846 408.25343710212604|29.898505528016134 2.2724517898985237 9.227020445402973 2.2724517898985233 5.868457974171456 2.3916591349576146 9.227020445402973 2.3916591349576146 15.194978948912958|
|15|0.0008522149709213221|392.66144042548075 387.768483624819 353.23001321717095|5.153328276217275 3.252922982875045 -1.7245669659963938 3.2529229828750457 20.650837132574843 9.782542611461515 -1.7245669659963934 9.782542611461515 15.043976198364136|
|16|0.0006035024533081089|330.1019371275469 363.2338055172251 358.8992243132963|10.854738464091303 -0.025180253007846876 5.614868547764169 -0.025180253007846876 7.224436388501813 2.0026142225809203 5.614868547764168 2.0026142225809203 8.21936234647175|
|17|0.001200434729655387|377.5066488451596 295.7337679078043 327.74968150559096|38.56825977111232 -1.6854312644861962 -0.9934025283616145 -1.6854312644861962 4.967425866829375 3.5867945655997167 -0.9934025283616145 3.5867945655997167 7.89238587753947|
|18|0.0006070526797957556|383.5657809642775 428.89406407626507 332.7640534336489|6.471147622085459 0.5276156613698416 -2.4137084168969336 0.5276156613698416 12.402059408100513 1.5052497448614355 -2.4137084168969336 1.5052497448614355 4.985622031202119|
|19|0.0005131784876985648|491.39349163732123 264.1279404097468 342.0611896295368|17.10976754650908 9.236339933986336 0.8233734224053086 9.236339933986336 16.064804717838534 -3.3128998973652948 0.8233734224053095 -3.3128998973652957 6.541149689126554|
|20|0.0007703469716632507|527.5690898961436 323.6726733416599 402.6973918540812|5.975628806816649 -4.308014060816026 -7.123203014759928 -4.308014060816026 12.288948036169089 16.536018421921238 -7.123203014759925 16.536018421921238 32.851601510344494|
|21|0.0008814433277323552|406.4350908631082 404.70649280514584 372.2597072807192|9.532537565074986 -3.7163737159325696 2.851829453651704 -3.7163737159325696 17.811098196698655 -5.047760158773693 2.851829453651705 -5.047760158773693 4.94381120059138|
